6.572	4.482E-2	0.338
6.605	6.536E-2	0.336
6.639	8.203E-2	0.335
6.672	9.391E-2	0.334
6.705	0.109	0.328
6.739	0.117	0.325
6.772	0.121	0.323
6.805	0.121	0.323
6.839	0.118	0.324
6.872	0.109	0.327
6.905	9.724E-2	0.330
6.939	8.022E-2	0.335
6.972	6.749E-2	0.336
7.006	5.188E-2	0.337
7.039	2.941E-2	0.340
7.072	9.010E-3	0.339
7.106	-1.220E-2	0.337
7.139	-3.788E-2	0.336
7.172	-5.799E-2	0.332
7.206	-7.534E-2	0.328
7.239	-9.509E-2	0.326
7.272	-0.111	0.324
7.306	-0.119	0.320
7.339	-0.129	0.319
7.372	-0.131	0.318
7.406	-0.129	0.318
7.439	-0.116	0.318
7.473	-0.107	0.321
7.506	-9.361E-2	0.324
7.539	-7.743E-2	0.328
7.573	-5.980E-2	0.333
7.606	-4.056E-2	0.337
7.639	-1.916E-2	0.339
7.673	3.257E-3	0.340
7.706	2.540E-2	0.339
7.739	4.719E-2	0.337
7.773	6.709E-2	0.335
7.806	7.990E-2	0.336
7.840	9.275E-2	0.334
7.873	0.103	0.331
7.906	0.112	0.327
7.940	0.117	0.325
7.973	0.116	0.325
8.006	0.112	0.326
8.040	0.104	0.328
8.073	9.299E-2	0.331
8.106	7.759E-2	0.335
8.140	6.510E-2	0.336
8.173	4.607E-2	0.339
8.206	2.474E-2	0.341
8.240	-1.316E-3	0.342
8.273	-1.535E-2	0.337
8.307	-4.235E-2	0.337
8.340	-6.200E-2	0.333
8.373	-7.832E-2	0.329
8.407	-9.297E-2	0.326
8.440	-0.104	0.322
8.473	-0.112	0.319
8.507	-0.116	0.317
8.540	-0.117	0.316
8.573	-0.116	0.317
8.607	-0.110	0.319
8.640	-0.101	0.322
8.674	-8.945E-2	0.326
8.707	-7.455E-2	0.330
8.740	-5.729E-2	0.335
8.774	-3.763E-2	0.338
8.807	-1.506E-2	0.339
8.840	7.817E-3	0.339
8.874	2.755E-2	0.339
8.907	4.839E-2	0.337
8.940	6.377E-2	0.337
8.974	7.826E-2	0.337
9.007	9.045E-2	0.335
9.040	0.100	0.332
9.074	0.105	0.331
9.107	0.108	0.330
9.141	0.107	0.330
9.174	0.103	0.331
9.207	9.589E-2	0.332
9.241	9.677E-2	0.328
9.274	8.088E-2	0.332
9.307	6.590E-2	0.333
9.341	4.431E-2	0.338
9.374	1.823E-2	0.342
9.407	-2.204E-3	0.341
9.441	-2.237E-2	0.339
9.474	-4.422E-2	0.337
9.508	-6.321E-2	0.334
9.541	-7.814E-2	0.330
9.574	-9.125E-2	0.326
9.608	-0.102	0.323
9.641	-0.110	0.320
9.674	-0.121	0.321
9.708	-0.122	0.320
9.741	-0.112	0.319
9.774	-0.106	0.321
9.808	-9.693E-2	0.324
9.841	-8.277E-2	0.327
9.874	-6.838E-2	0.331
9.908	-5.025E-2	0.335
9.941	-3.101E-2	0.337
9.975	-1.102E-2	0.339
10.008	1.062E-2	0.339
10.041	3.332E-2	0.337
10.075	5.506E-2	0.334
10.108	6.433E-2	0.337
10.141	7.613E-2	0.338
10.175	9.493E-2	0.332
10.208	0.101	0.331
10.241	0.107	0.329
10.275	0.110	0.328
10.308	0.108	0.328
10.341	0.103	0.329
10.375	0.101	0.327
10.408	8.966E-2	0.330
10.442	7.456E-2	0.334
10.475	5.790E-2	0.336
10.508	3.813E-2	0.340
10.542	1.437E-2	0.343
10.575	-6.121E-3	0.342
10.608	-1.963E-2	0.336
10.642	-3.989E-2	0.334
10.675	-6.333E-2	0.334
10.708	-7.852E-2	0.331
10.742	-9.168E-2	0.327
10.775	-9.954E-2	0.323
10.809	-0.107	0.321
10.842	-0.110	0.319
10.875	-0.111	0.319
10.909	-0.108	0.320
10.942	-0.102	0.322
10.975	-9.198E-2	0.325
11.009	-7.863E-2	0.329
11.042	-6.607E-2	0.334
11.075	-4.615E-2	0.336
11.109	-2.581E-2	0.337
11.142	-4.436E-3	0.338
11.175	1.623E-2	0.337
11.209	3.215E-2	0.339
11.242	5.313E-2	0.336
11.276	6.579E-2	0.337
11.309	7.980E-2	0.336
11.342	9.111E-2	0.334
11.376	9.881E-2	0.332
11.409	0.102	0.331
11.442	0.103	0.330
11.476	0.102	0.331
11.509	9.655E-2	0.332
11.542	8.860E-2	0.334
11.576	8.594E-2	0.331
11.609	6.742E-2	0.336
11.643	6.291E-2	0.331
11.676	3.750E-2	0.337
11.709	2.121E-2	0.337
11.743	-4.646E-3	0.338
11.776	-2.241E-2	0.336
11.809	-4.207E-2	0.333
11.843	-6.384E-2	0.333
11.876	-7.922E-2	0.330
11.909	-9.095E-2	0.327
11.943	-9.933E-2	0.324
11.976	-0.106	0.322
12.009	-0.108	0.320
12.043	-0.108	0.320
12.076	-0.105	0.321
12.110	-9.770E-2	0.323
12.143	-8.805E-2	0.326
12.176	-7.488E-2	0.330
12.210	-6.020E-2	0.333
12.243	-4.290E-2	0.336
12.276	-2.480E-2	0.338
12.310	-5.127E-3	0.339
12.343	1.508E-2	0.338
12.376	3.206E-2	0.339
12.410	5.011E-2	0.338
12.443	6.264E-2	0.339
12.477	7.572E-2	0.337
12.510	8.778E-2	0.334
12.543	9.389E-2	0.333
12.577	9.842E-2	0.331
12.610	9.939E-2	0.331
12.643	9.690E-2	0.331
12.677	9.096E-2	0.333
12.710	9.363E-2	0.328
12.743	8.129E-2	0.331
12.777	6.658E-2	0.335
12.810	4.915E-2	0.337
12.843	2.473E-2	0.342
12.877	8.610E-3	0.341
12.910	-1.018E-2	0.339
12.944	-2.809E-2	0.336
12.977	-4.996E-2	0.336
13.010	-6.631E-2	0.332
13.044	-7.981E-2	0.329
13.077	-9.184E-2	0.327
13.110	-9.958E-2	0.324
13.144	-0.105	0.322
13.177	-0.107	0.321
13.210	-0.106	0.321
13.244	-0.102	0.322
13.277	-9.481E-2	0.324
13.311	-8.427E-2	0.327
13.344	-7.218E-2	0.331
13.377	-5.725E-2	0.334
13.411	-4.095E-2	0.337
13.444	-2.237E-2	0.339
13.477	-3.229E-3	0.340
13.511	1.517E-2	0.340
13.544	3.291E-2	0.339
13.577	4.758E-2	0.339
13.611	6.037E-2	0.340
13.644	7.814E-2	0.335
13.677	8.601E-2	0.336
13.711	9.069E-2	0.334
13.744	9.452E-2	0.333
13.778	9.487E-2	0.332
13.811	9.191E-2	0.333
13.844	9.789E-2	0.327
13.878	8.822E-2	0.330
13.911	7.623E-2	0.332
13.944	6.086E-2	0.335
13.978	4.455E-2	0.337
14.011	2.541E-2	0.340
14.044	1.043E-2	0.337
14.078	-8.543E-3	0.337
14.111	-3.158E-2	0.336
14.145	-5.324E-2	0.335
14.178	-6.322E-2	0.330
14.211	-7.644E-2	0.327
14.245	-8.595E-2	0.324
14.278	-9.354E-2	0.322
14.311	-9.806E-2	0.321
14.345	-9.913E-2	0.320
14.378	-9.824E-2	0.320
14.411	-9.381E-2	0.321
14.445	-8.570E-2	0.323
14.478	-7.603E-2	0.326
14.511	-6.258E-2	0.329
14.545	-4.791E-2	0.332
14.578	-3.258E-2	0.335
14.612	-1.511E-2	0.337
14.645	3.846E-3	0.337
14.678	2.229E-2	0.337
14.712	3.985E-2	0.336
14.745	5.586E-2	0.336
14.778	7.151E-2	0.333
14.812	7.642E-2	0.336
14.845	8.592E-2	0.335
14.878	9.330E-2	0.332
14.912	9.612E-2	0.331
14.945	9.590E-2	0.331
14.978	9.253E-2	0.332
15.012	8.583E-2	0.333
15.045	7.370E-2	0.337
15.079	6.021E-2	0.339
15.112	5.451E-2	0.338
15.145	3.952E-2	0.339
15.179	2.126E-2	0.340
15.212	-2.173E-3	0.341
15.245	-1.961E-2	0.339
15.279	-3.697E-2	0.337
15.312	-5.308E-2	0.334
15.345	-6.782E-2	0.331
15.379	-7.952E-2	0.329
15.412	-8.865E-2	0.326
15.446	-9.530E-2	0.324
15.479	-9.873E-2	0.323
15.512	-9.973E-2	0.322
15.546	-9.784E-2	0.323
15.579	-9.252E-2	0.324
15.612	-8.515E-2	0.326
15.646	-7.382E-2	0.329
15.679	-6.109E-2	0.332
15.712	-4.535E-2	0.335
15.746	-2.914E-2	0.337
15.779	-1.191E-2	0.338
15.812	4.317E-3	0.339
15.846	2.159E-2	0.340
15.879	3.740E-2	0.339
15.913	5.290E-2	0.339
15.946	6.485E-2	0.338
15.979	7.559E-2	0.337
16.013	8.835E-2	0.333
16.046	9.342E-2	0.332
16.079	9.237E-2	0.333
16.113	9.175E-2	0.333
16.146	8.815E-2	0.333
16.179	7.960E-2	0.335
16.213	6.903E-2	0.338
16.246	5.594E-2	0.341
16.280	4.167E-2	0.343
16.313	3.172E-2	0.340
16.346	1.499E-2	0.340
16.380	-3.218E-3	0.339
16.413	-2.188E-2	0.339
16.446	-4.056E-2	0.337
16.480	-5.513E-2	0.334
16.513	-6.845E-2	0.332
16.546	-7.985E-2	0.329
16.580	-8.802E-2	0.327
16.613	-9.349E-2	0.325
16.646	-9.585E-2	0.323
16.680	-9.614E-2	0.323
16.713	-9.338E-2	0.324
16.747	-8.812E-2	0.325
16.780	-7.972E-2	0.327
16.813	-6.886E-2	0.330
16.847	-5.648E-2	0.333
16.880	-4.185E-2	0.336
16.913	-2.489E-2	0.338
16.947	-8.202E-3	0.339
16.980	6.887E-3	0.340
17.013	2.345E-2	0.340
17.047	3.952E-2	0.339
17.080	5.582E-2	0.337
17.114	6.380E-2	0.339
17.147	7.430E-2	0.338
17.180	8.216E-2	0.336
17.214	8.718E-2	0.334
17.247	8.879E-2	0.333
17.280	8.734E-2	0.333
17.314	8.266E-2	0.335
17.347	7.474E-2	0.336
17.380	6.461E-2	0.339
17.414	5.176E-2	0.341
17.447	3.723E-2	0.343
17.480	2.678E-2	0.341
17.514	8.139E-3	0.342
17.547	-1.011E-2	0.341
17.581	-2.423E-2	0.338
17.614	-4.141E-2	0.336
17.647	-5.631E-2	0.334
17.681	-6.922E-2	0.332
17.714	-7.868E-2	0.329
17.747	-8.644E-2	0.327
17.781	-9.165E-2	0.325
17.814	-9.375E-2	0.324
17.847	-9.329E-2	0.324
17.881	-8.986E-2	0.325
17.914	-8.371E-2	0.326
17.948	-7.574E-2	0.329
17.981	-6.556E-2	0.332
18.014	-5.270E-2	0.334
18.048	-3.770E-2	0.337
18.081	-2.182E-2	0.338
18.114	6.749E-4	0.336
18.148	1.109E-2	0.340
18.181	2.446E-2	0.341
18.214	4.153E-2	0.339
18.248	5.674E-2	0.337
18.281	6.298E-2	0.340
18.314	7.302E-2	0.338
18.348	8.061E-2	0.336
18.381	8.417E-2	0.335
18.415	8.510E-2	0.335
18.448	8.278E-2	0.335
18.481	7.704E-2	0.336
18.515	6.865E-2	0.338
18.548	5.750E-2	0.341
18.581	5.555E-2	0.337
18.615	3.986E-2	0.339
18.648	2.338E-2	0.340
18.681	5.279E-3	0.340
18.715	-1.168E-2	0.340
18.748	-2.960E-2	0.338
18.781	-4.483E-2	0.336
18.815	-5.910E-2	0.334
18.848	-7.073E-2	0.332
18.882	-8.029E-2	0.329
18.915	-8.670E-2	0.327
18.948	-9.054E-2	0.326
18.982	-9.182E-2	0.325
19.015	-9.065E-2	0.325
19.048	-8.690E-2	0.326
19.082	-8.049E-2	0.327
19.115	-7.156E-2	0.330
19.148	-6.051E-2	0.332
19.182	-4.699E-2	0.334
19.215	-3.241E-2	0.336
19.249	-1.607E-2	0.337
19.282	-1.016E-3	0.339
19.315	1.434E-2	0.339
19.349	2.937E-2	0.339
19.382	4.380E-2	0.339
19.415	5.707E-2	0.338
19.449	6.189E-2	0.340
19.482	7.007E-2	0.339
19.515	7.574E-2	0.338
19.549	7.889E-2	0.337
19.582	7.868E-2	0.337
19.615	7.567E-2	0.338
19.649	7.018E-2	0.339
19.682	6.198E-2	0.341
19.716	5.215E-2	0.342
19.749	3.986E-2	0.343
19.782	3.447E-2	0.340
19.816	1.103E-2	0.344
19.849	8.208E-3	0.337
19.882	-4.545E-3	0.339
19.916	-2.010E-2	0.338
19.949	-3.413E-2	0.336
19.982	-4.697E-2	0.334
20.016	-5.792E-2	0.332
20.049	-7.794E-2	0.333
20.083	-8.373E-2	0.332
20.116	-8.746E-2	0.330
20.149	-8.845E-2	0.330
20.183	-8.659E-2	0.330
20.216	-8.211E-2	0.331
20.249	-7.501E-2	0.333
20.283	-6.574E-2	0.335
20.316	-4.685E-2	0.335
20.349	-3.417E-2	0.337
20.383	-1.998E-2	0.339
20.416	-4.215E-3	0.339
20.449	1.075E-2	0.340
20.483	2.611E-2	0.340
20.516	4.064E-2	0.339
20.550	5.461E-2	0.338
20.583	6.775E-2	0.336
20.616	7.517E-2	0.339
20.650	8.332E-2	0.338
20.683	9.628E-2	0.331
20.716	9.916E-2	0.329
20.750	9.871E-2	0.329
20.783	9.548E-2	0.329
20.816	8.985E-2	0.330
20.850	7.164E-2	0.340
20.883	6.129E-2	0.341
20.917	4.723E-2	0.344
20.950	3.600E-2	0.341
20.983	2.149E-2	0.341
21.017	4.040E-3	0.342
21.050	-1.150E-2	0.341
21.083	-2.594E-2	0.339
21.117	-3.825E-2	0.336
21.150	-6.009E-2	0.338
21.183	-6.981E-2	0.335
21.217	-7.734E-2	0.333
21.250	-8.237E-2	0.332
21.283	-8.531E-2	0.331
21.317	-8.534E-2	0.331
21.350	-8.291E-2	0.331
21.384	-7.763E-2	0.332
21.417	-7.062E-2	0.334
21.450	-6.084E-2	0.336
21.484	-4.978E-2	0.339
21.517	-2.901E-2	0.338
21.550	-1.447E-2	0.339
21.584	1.927E-6	0.340
21.617	1.470E-2	0.340
21.650	2.962E-2	0.340
21.684	4.386E-2	0.339
21.717	5.684E-2	0.337
21.751	6.574E-2	0.341
21.784	7.539E-2	0.340
21.817	6.925E-2	0.346
21.851	7.380E-2	0.345
21.884	7.522E-2	0.344
21.917	7.391E-2	0.344
21.951	6.969E-2	0.345
21.984	6.305E-2	0.346
22.017	5.350E-2	0.348
22.051	5.545E-2	0.343
22.084	4.188E-2	0.345
22.117	3.060E-2	0.342
22.151	1.567E-2	0.342
22.184	-1.281E-4	0.341
22.218	-1.391E-2	0.340
22.251	-2.812E-2	0.339
22.284	-5.054E-2	0.340
22.318	-6.801E-2	0.340
22.351	-6.979E-2	0.335
22.384	-7.644E-2	0.333
22.418	-8.062E-2	0.332
22.451	-8.223E-2	0.331
22.484	-8.166E-2	0.331
22.518	-7.854E-2	0.332
22.551	-7.293E-2	0.333
22.584	-6.534E-2	0.335
22.618	-5.534E-2	0.337
22.651	-4.438E-2	0.339
22.685	-3.148E-2	0.341
22.718	-9.348E-3	0.339
22.751	4.477E-3	0.340
22.785	1.889E-2	0.340
22.818	3.316E-2	0.340
22.851	4.652E-2	0.339
22.885	5.851E-2	0.338
22.918	6.729E-2	0.340
22.951	6.306E-2	0.347
22.985	6.885E-2	0.346
23.018	7.173E-2	0.345
23.052	7.241E-2	0.345
23.085	7.013E-2	0.345
23.118	6.514E-2	0.346
23.152	5.758E-2	0.348
23.185	4.833E-2	0.349
23.218	5.100E-2	0.343
23.252	3.720E-2	0.345
23.285	2.484E-2	0.343
23.318	1.085E-2	0.342
23.352	-4.448E-3	0.342
23.385	-2.968E-2	0.345
23.418	-4.174E-2	0.342
23.452	-5.069E-2	0.339
23.485	-6.081E-2	0.337
23.519	-6.844E-2	0.335
23.552	-7.453E-2	0.333
23.585	-7.806E-2	0.332
23.619	-7.941E-2	0.332
23.652	-7.799E-2	0.331
23.685	-7.412E-2	0.332
23.719	-6.828E-2	0.334
23.752	-5.988E-2	0.335
23.785	-5.013E-2	0.337
23.819	-3.887E-2	0.339
23.852	-2.547E-2	0.341
23.886	-1.294E-2	0.342
23.919	1.288E-3	0.343
23.952	1.587E-2	0.343
23.986	3.519E-2	0.340
24.019	3.924E-2	0.344
24.052	5.097E-2	0.343
24.086	6.108E-2	0.342
24.119	6.859E-2	0.341
24.152	6.628E-2	0.346
24.186	6.874E-2	0.346
24.219	6.871E-2	0.345
24.252	6.565E-2	0.346
24.286	5.996E-2	0.347
24.319	5.222E-2	0.348
24.353	4.262E-2	0.350
24.386	3.024E-2	0.352
24.419	1.649E-2	0.353
24.453	3.313E-3	0.352
24.486	-1.162E-2	0.351
24.519	-2.539E-2	0.349
24.553	-3.792E-2	0.346
24.586	-5.001E-2	0.344
24.619	-5.195E-2	0.338
24.653	-6.086E-2	0.336
24.686	-6.792E-2	0.334
24.720	-8.064E-2	0.336
24.753	-8.305E-2	0.335
24.786	-8.302E-2	0.334
24.820	-8.098E-2	0.335
24.853	-6.994E-2	0.333
24.886	-6.313E-2	0.334
24.920	-5.501E-2	0.335
24.953	-4.522E-2	0.338
24.986	-3.415E-2	0.340
25.020	-2.145E-2	0.341
25.053	-1.255E-2	0.345
25.086	4.971E-4	0.346
25.120	1.436E-2	0.346
25.153	2.639E-2	0.346
25.187	3.776E-2	0.346
25.220	4.518E-2	0.348
25.253	5.340E-2	0.348
25.287	6.080E-2	0.347
25.320	6.503E-2	0.346
25.353	6.623E-2	0.346
25.387	6.494E-2	0.346
25.420	6.104E-2	0.347
25.453	5.487E-2	0.348
25.487	4.633E-2	0.349
25.520	3.621E-2	0.351
25.554	3.814E-2	0.345
25.587	2.829E-2	0.341
25.620	1.346E-2	0.343
25.654	2.186E-4	0.342
25.687	-1.280E-2	0.341
25.720	-2.453E-2	0.339
25.754	-4.479E-2	0.340
25.787	-5.542E-2	0.338
25.820	-6.280E-2	0.336
25.854	-6.885E-2	0.334
25.887	-7.289E-2	0.333
25.920	-7.457E-2	0.333
25.954	-7.435E-2	0.332
25.987	-7.170E-2	0.333
26.021	-6.667E-2	0.334
26.054	-5.981E-2	0.335
26.087	-5.121E-2	0.337
26.121	-4.160E-2	0.339
26.154	-3.031E-2	0.340
26.187	-1.189E-2	0.340
26.221	8.001E-4	0.340
26.254	1.463E-2	0.341
26.287	2.784E-2	0.340
26.321	3.938E-2	0.340
26.354	5.049E-2	0.339
26.387	6.059E-2	0.338
26.421	5.405E-2	0.347
26.454	5.857E-2	0.347
26.488	6.170E-2	0.347
26.521	6.249E-2	0.346
26.554	6.074E-2	0.347
26.588	5.671E-2	0.347
26.621	5.036E-2	0.348
26.654	4.210E-2	0.350
26.688	4.463E-2	0.345
26.721	3.366E-2	0.345
26.754	2.029E-2	0.346
26.788	9.081E-3	0.343
26.821	-3.686E-3	0.342
26.855	-1.631E-2	0.341
26.888	-2.717E-2	0.339
26.921	-3.738E-2	0.337
26.955	-5.549E-2	0.338
26.988	-6.298E-2	0.336
27.021	-6.822E-2	0.335
27.055	-7.140E-2	0.333
27.088	-7.850E-2	0.335
27.121	-7.136E-2	0.333
27.155	-6.808E-2	0.333
27.188	-6.881E-2	0.338
27.221	-5.570E-2	0.336
27.255	-5.363E-2	0.341
27.288	-2.614E-2	0.331
27.322	-1.571E-2	0.332
27.355	-6.028E-3	0.333
27.388	7.897E-3	0.333
27.422	2.028E-2	0.333
27.455	3.213E-2	0.332
27.488	4.364E-2	0.331
27.522	5.393E-2	0.329
27.555	6.242E-2	0.327
27.588	8.514E-2	0.312
27.622	8.910E-2	0.311
27.655	7.045E-2	0.332
27.689	7.386E-2	0.331
27.722	7.171E-2	0.331
27.755	6.710E-2	0.332
27.789	6.056E-2	0.333
27.822	5.125E-2	0.335
27.855	4.227E-2	0.335
27.889	3.186E-2	0.335
27.922	2.034E-2	0.335
27.955	-3.526E-3	0.338
27.989	-1.143E-2	0.335
28.022	-2.622E-2	0.335
28.055	-3.741E-2	0.334
28.089	-4.849E-2	0.333
28.122	-5.587E-2	0.331
28.156	-6.343E-2	0.330
28.189	-6.752E-2	0.329
28.222	-6.973E-2	0.327
28.256	-7.066E-2	0.327
28.289	-6.872E-2	0.327
28.322	-6.537E-2	0.328
28.356	-5.983E-2	0.329
28.389	-5.234E-2	0.331
28.422	-4.352E-2	0.332
28.456	-3.369E-2	0.334
28.489	-2.230E-2	0.335
28.523	-1.051E-2	0.336
28.556	1.143E-3	0.337
28.589	1.320E-2	0.337
28.623	2.543E-2	0.336
28.656	3.662E-2	0.335
28.689	4.758E-2	0.334
28.723	4.760E-2	0.339
28.756	5.317E-2	0.338
28.789	5.680E-2	0.337
28.823	6.323E-2	0.335
28.856	6.247E-2	0.335
28.889	5.942E-2	0.336
28.923	5.444E-2	0.336
28.956	4.753E-2	0.337
28.990	3.716E-2	0.339
29.023	2.684E-2	0.340
29.056	2.144E-2	0.336
29.090	7.025E-3	0.337
29.123	-6.413E-3	0.337
29.156	-1.762E-2	0.336
29.190	-2.871E-2	0.335
29.223	-4.144E-2	0.335
29.256	-4.953E-2	0.333
29.290	-5.739E-2	0.332
29.323	-6.300E-2	0.330
29.357	-6.693E-2	0.329
29.390	-6.840E-2	0.328
29.423	-6.853E-2	0.328
29.457	-6.599E-2	0.328
29.490	-6.229E-2	0.329
29.523	-5.586E-2	0.330
29.557	-4.827E-2	0.332
29.590	-3.936E-2	0.333
29.623	-2.950E-2	0.335
29.657	-1.908E-2	0.336
29.690	-7.984E-3	0.337
29.723	4.041E-3	0.338
29.757	1.608E-2	0.337
29.790	2.727E-2	0.336
29.824	3.843E-2	0.335
29.857	4.744E-2	0.334
29.890	4.764E-2	0.339
29.924	5.181E-2	0.338
29.957	5.469E-2	0.337
29.990	5.517E-2	0.337
30.024	5.409E-2	0.337
30.057	5.062E-2	0.338
30.090	4.505E-2	0.339
30.124	3.783E-2	0.340
30.157	2.931E-2	0.341
30.191	1.991E-2	0.340
30.224	1.555E-2	0.336
30.257	2.744E-3	0.337
30.291	-8.676E-3	0.336
30.324	-2.120E-2	0.336
30.357	-3.354E-2	0.336
30.391	-4.363E-2	0.335
30.424	-5.180E-2	0.333
30.457	-5.756E-2	0.331
30.491	-6.298E-2	0.330
30.524	-6.593E-2	0.329
30.557	-6.673E-2	0.328
30.591	-6.572E-2	0.328
30.624	-6.303E-2	0.329
30.658	-5.870E-2	0.330
30.691	-5.282E-2	0.331
30.724	-4.444E-2	0.332
30.758	-3.545E-2	0.334
30.791	-2.605E-2	0.335
30.824	-1.552E-2	0.337
30.858	-4.001E-3	0.337
30.891	6.857E-3	0.338
30.924	1.874E-2	0.337
30.958	2.918E-2	0.336
30.991	3.862E-2	0.336
31.024	4.844E-2	0.334
